"product_details","asin","url","image_url","brand","price","sales","revenue","bsr","seller_country_region","fees","active_sellers_number","ratings","review_count","images","review_velocity","buy_box","category","size_tier","fulfillment","dimensions","weight","creation_date"
"ChooChoo Farmhouse End Table, Rustic Vintage Narrow End Side Table with Storage Shelf for Small Spaces, Nightstand Sofa Table for Living Room, Bedroom White","B09L82CQX7","https://www.amazon.com/dp/B09L82CQX7?psc=1","https://m.media-amazon.com/images/I/71xhljL+dEL._AC_SY355_.jpg","ChooChoo",65.99,615,40583.85,55098,"CN",26.77,1,4.7,203,6,31,"ChooChoo Furniture","Home & Kitchen","Small Oversize","FBA","14.7x6.1x27.2","16.76",2021-11-08
"HOOBRO End Table with Charging Station, Narrow Side Table with 2 Drawer & USB Ports & Power Outlets, Nightstand for Small Spaces, Stable and Sturdy, for Living Room, Bedroom, Rustic Brown BF541BZ01","B097XJBXNR","https://www.amazon.com/dp/B097XJBXNR?psc=1","https://m.media-amazon.com/images/I/81HF50fssDL._AC_SY450_.jpg","HOOBRO",75.96,1183,89860.68,24163,"CN",30.36,6,4.5,1596,10,63,"Hoobro","Home & Kitchen","Small Oversize","FBA","14.0x5.3x22.4","22.35",2023-05-04
"ChooChoo Farmhouse End Table for Small Spaces, Narrow Side End Table with Storage Shelf, Rustic A-Design Nightstand Sofa Table for Living Room, Bedroom (White & Brown)","B0BQ24M7ZZ","https://www.amazon.com/dp/B0BQ24M7ZZ?psc=1","https://m.media-amazon.com/images/I/71QCf5KH5kL._AC_SX522_.jpg","ChooChoo",65.99,NA,NA,84120,"CN",28.45,1,4.5,5,8,3,"ChooChoo Furniture","Home & Kitchen","Small Oversize","FBA","17.8x4.0x26.4","21.65",2022-12-14
"White Nightstand with Charging Station Bedroom Side Table End Table with USB Ports and Storage Shelf 3-Tier Bedside Table Small Sofa Table Modern Night Stand Charging Tables for Bedroom Living Room","B0BY1XXV8P","https://www.amazon.com/dp/B0BY1XXV8P?psc=1","https://m.media-amazon.com/images/I/71NYw5fcbRL._AC_SX522_.jpg","smusei",44.95,131,5888.45,151035,"CN",16.63,1,4.6,88,8,0,"SMUSEI Direct","Home & Kitchen","Large Standard-Size","FBA","13.5x6.3x17.5","11.31",2023-03-10
"COZAYH Rustic Farmhouse Tray Top End Table White Natural Finish MDF MDF Tray Top Farmhouse MDF End Tables","B086H9G5JX","https://www.amazon.com/dp/B086H9G5JX?psc=1","https://m.media-amazon.com/images/I/81YlJjQXKWL._AC_SX569_.jpg","COZAYH",85.99,398,34224.02,56334,"US",35.22,1,4.6,1809,5,17,"Cozayh","Home & Kitchen","Small Oversize","MFN","23.3x7.4x24.5","16.05",2020-03-28
"Convenience Concepts American Heritage Wedge End Table with Shelf, Espresso","B00FU3ZJBW","https://www.amazon.com/dp/B00FU3ZJBW?psc=1","https://m.media-amazon.com/images/I/81AEXpYNWOL._AC_SY355_.jpg","Convenience Concepts",56.69,352,19954.88,66780,"AMZ",28.31,9,4.6,2217,6,15,"Amazon","Home & Kitchen","Small Oversize","AMZ","19.0x6.8x27.0","17.00",2013-09-25
"ChooChoo Side Table Living Room, Narrow End Table with Drawer and Shelf, 3-Tier Sofa End Table for Small Space, Black","B08NJKXNSN","https://www.amazon.com/dp/B08NJKXNSN?psc=1","https://m.media-amazon.com/images/I/71OFISAKIML._AC_SX466_.jpg","ChooChoo",84.99,411,34930.89,84373,"CN",32.56,1,4.4,572,6,17,"ChooChoo Furniture","Home & Kitchen","Small Oversize","FBA","14.3x7.0x27.0","24.95",2020-11-16
"VECELO Side/End Storage with Shelf Versatile Nightstands Lamp Table Living Room Bedroom Furniture, Shelves, Classic Black","B08PF9MLHT","https://www.amazon.com/dp/B08PF9MLHT?psc=1","https://m.media-amazon.com/images/I/617kDZXokgL._AC_SX466_.jpg","VECELO",80.47,NA,NA,NA,"AMZ",36.79,8,4.5,902,8,40,"Amazon","Home & Kitchen","Small Oversize","MFN","14.0x9.0x27.0","33.31",NA
"Rolanstar End Table with Charging Station & 2 USB Ports, Side Table with Drawer and Shelf, Narrow End Table with Large Storage, Sofa Side Table Sturdy Bedside Table for Living Room Grey","B09836581H","https://www.amazon.com/dp/B09836581H?psc=1","https://m.media-amazon.com/images/I/71JTClrufOL._AC_SX679_.jpg","Rolanstar",59.99,302,18116.98,121402,"CN",29.65,1,4.6,1384,7,25,"RolanstarDirect","Home & Kitchen","Small Oversize","MFN","14.6x5.9x27.2","26.46",2021-06-28
"Treocho Farmhouse End Side Table, Rustic Vintage Nightstand with Shelf for Living Room, Bedroom, Grey Wash","B098Q5YZ7V","https://www.amazon.com/dp/B098Q5YZ7V?psc=1","https://m.media-amazon.com/images/I/61WZYq8rc8L._AC_SY450_.jpg","Treocho",59.99,172,10318.28,148039,"CN",28.39,2,4.4,175,8,6,"Treocho","Home & Kitchen","Small Oversize","FBA","23.8x4.0x24.2","23.60",2021-07-06
"ChooChoo White End Table, Flip Top Narrow Side Table for Small Spaces, Accent Nightstand Sofa Table for Living Room, Bedroom","B07S2QQXH4","https://www.amazon.com/dp/B07S2QQXH4?psc=1","https://m.media-amazon.com/images/I/81oOONm17IL._AC_SX679_.jpg","ChooChoo",64.99,801,52056.99,26464,"CN",30.4,10,4.4,2674,8,369,"ChooChoo Furniture","Home & Kitchen","Small Oversize","FBA","14.0x7.0x27.0","27.00",2019-08-15
"COTTON CRAFT Solid Wood Accent End Table - Hand Carved Vintage Boho Folding Side Table - Small Spaces Entryway Farmhouse Living Room Bedside - No Tools Assembly -18x18 Round - Jaipur Antique White","B00ULFLN78","https://www.amazon.com/dp/B00ULFLN78?psc=1","https://m.media-amazon.com/images/I/812gFTwZt7L._AC_SY450_.jpg","COTTON CRAFT",66.99,334,22374.66,79963,"US",26.08,4,4.3,526,8,7,"Orient Originals","Home & Kitchen","Small Oversize","FBA","18.5x6.4x18.8","13.35",2015-03-11
"KSWIN Industrial End Table Side Table with 2-Tier Storage Shelf, 18'' Square Nightstand Bedside Table X-Design Metal Frame for Living Room Bedroom, Rustic Brown","B08S49Y41X","https://www.amazon.com/dp/B08S49Y41X?psc=1","https://m.media-amazon.com/images/I/716RF85B2aL._AC_SY450_.jpg","KSWIN",64.98,277,17999.46,114564,"CN",27.04,1,4.7,394,7,6,"KSWIN","Home & Kitchen","Small Oversize","FBA","20.3x3.8x22.4","18.54",2021-01-05
"Treocho Black Nightstand X-Design, Modern Bedside Table with Drawer Storage Shelf, End Side Table for Bedroom","B09CDL3SBH","https://www.amazon.com/dp/B09CDL3SBH?psc=1","https://m.media-amazon.com/images/I/511aLtbVqxL._AC_SX569_.jpg","Treocho",59.99,267,16017.33,141856,"CN",28.81,3,4.3,84,6,2,"Treocho","Home & Kitchen","Small Oversize","FBA","18.0x7.0x27.3","21.90",2021-08-11
"Amazon Basics Round Storage End Table, Side Table with Cloth Basket - Charcoal/Heather Gray, 19 x 18 x 18 Inches","B07TTTG49V","https://www.amazon.com/dp/B07TTTG49V?psc=1","https://m.media-amazon.com/images/I/81Z9Xn8xiqL._AC_SX679_.jpg","Amazon Basics",41.61,NA,NA,1681,"AMZ",18.91,4,4.5,8520,6,0,"Amazon","Our Brands","Small Oversize","FBA","18.6x2.6x20.5","6.00",NA
"Convenience Concepts American Heritage Flip Top End Table with Shelf, Walnut","B074T4VYJ7","https://www.amazon.com/dp/B074T4VYJ7?psc=1","https://m.media-amazon.com/images/I/61RNhgYH1lL._AC_SX679_.jpg","Convenience Concepts",44.09,200,8818,56920,"AMZ",23.9,12,4.5,2636,5,9,"Amazon","Home & Kitchen","Small Oversize","AMZ","14.3x6.6x27.3","17.05",2017-08-14
"Walker Edison Sedalia Modern Farmhouse Metal X Side Table, 18 Inch, Grey Wash","B07G5FHFDF","https://www.amazon.com/dp/B07G5FHFDF?psc=1","https://m.media-amazon.com/images/I/81A1XzATAkL._AC_SX569_.jpg","Walker Edison",35.89,1153,41381.17,26659,"AMZ",28.7,3,4.6,8117,13,32,"Amazon","Home & Kitchen","Small Oversize","AMZ","24.0x7.0x25.6","31.00",NA
"WLIVE End Table with Charging Station, Side Table with USB Ports and Outlets, Narrow Side Table for Small Spaces, Living Room, Couch, Nightstand with Storage, Espresso","B0BJ6Z9S6M","https://www.amazon.com/dp/B0BJ6Z9S6M?psc=1","https://m.media-amazon.com/images/I/71jU1MfTYnL._AC_SX569_.jpg","WLIVE",89.99,124,11158.76,142525,"CN",34.15,1,4.4,37,7,5,"WLIVE","Home & Kitchen","Small Oversize","FBA","25.0x5.5x27.0","26.91",2022-10-14
"Signature Design by Ashley Valebeck Farmhouse Rectangular End Table with Storage, Distressed Brown & Black Finish","B07N12BCPT","https://www.amazon.com/dp/B07N12BCPT?psc=1","https://m.media-amazon.com/images/I/81twjQsKNqL._AC_SX466_.jpg","Signature Design by Ashley",190.53,289,55063.17,111928,"AMZ",64.08,4,4.8,972,10,11,"Amazon","Home & Kitchen","Small Oversize","FBA","28.0x10.0x29.5","55.46",NA
"GIOPACO Small End Table with Charging Station and USB Ports, Small Side Table Nightstand with 2-Layer Storage Shelves for Small Spaces, Living Room, Bedroom, Rustic Brown (1)","B0BVYQ3H54","https://www.amazon.com/dp/B0BVYQ3H54?psc=1","https://m.media-amazon.com/images/I/61oIAfrPHUL._AC_SY450_.jpg","GIOPACO",34.99,495,17320.05,50305,"CN",14.34,1,4.5,29,9,13,"GIOPACO OFFICIAL","Home & Kitchen","Large Standard-Size","FBA","13.6x3.6x17.0","8.77",2023-02-16
"AZL1 Life Concept Utility Sofa End Living Room, Vintage Accent Couch Side Pocket, C Shaped Table for Coffee Snack Laptop","B08PM864CR","https://www.amazon.com/dp/B08PM864CR?psc=1","https://m.media-amazon.com/images/I/41lISV7xDwL._AC_SY450_.jpg","AZL1 Life Concept",23.99,NA,NA,40886,"AMZ",20.47,1,4.4,1387,9,8,"Amazon","Home & Kitchen","Small Oversize","AMZ","27.5x3.3x27.6","13.55",NA
"COZAYH Rustic Farmhouse end Table with Storage Shelf, French Country Accent Side Table for Family, Dinning or Living Room, Small Spaces, Modern, Round, Vintage Grey Finish.","B09BD7FDSQ","https://www.amazon.com/dp/B09BD7FDSQ?psc=1","https://m.media-amazon.com/images/I/91qWn9YkRlL._AC_SX569_.jpg","COZAYH",69.99,175,12248.25,77009,"US",26.95,1,4.4,409,9,10,"Cozayh","Home & Kitchen","Small Oversize","MFN","3.3x26.8x26.5","15.73",2021-07-28
"HOOBRO Tall End Table with Charging Station, Industrial Telephone Table with Metal Storage Basket, Side Table, Nightstand for Living Room, Bedroom, Office, Rustic Brown and Black BF06UDH01","B0BTBWLSS5","https://www.amazon.com/dp/B0BTBWLSS5?psc=1","https://m.media-amazon.com/images/I/712xwua2ZhL._AC_SY450_.jpg","HOOBRO",39.99,NA,NA,212725,"CN",15.89,1,NA,0,9,0,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","12.9x6.7x17.7","11.09",2023-01-29
"VASAGLE Side Table with Charging Station, End Table with USB Ports and Outlets, Nightstand for Living Room, Bedroom, Plug-in Series, Rustic Brown and Black ULET371B01","B09VXGLJMB","https://www.amazon.com/dp/B09VXGLJMB?psc=1","https://m.media-amazon.com/images/I/71j5v0u9zdL._AC_SY450_.jpg","VASAGLE",34.99,1270,44437.3,37473,"US",9.41,6,4.4,874,9,81,"Songmics Direct","Home & Kitchen","Large Standard-Size","FBA","13.0x4.4x17.4","9.70",2022-03-18
"Aheaplus End Table, Sofa Table Narrow Flip Top with USB Ports &Outlets for Small Spaces, Side Table with Storage Shelves, Nightstand with Metal Frame for Living Room, Black Oak","B09GBBMTCP","https://www.amazon.com/dp/B09GBBMTCP?psc=1","https://m.media-amazon.com/images/I/81rMn3BbtVL._AC_SY355_.jpg","Aheaplus",75.89,1006,76345.34,22961,"CN",31.63,19,4.5,1492,8,56,"Aheaplus","Home & Kitchen","Small Oversize","FBA","14.3x5.6x26.8","20.69",2021-06-29
"FURINNO Modern Simplistic Criss-Crossed End Table, French Oak Grey","B084PLDN58","https://www.amazon.com/dp/B084PLDN58?psc=1","https://m.media-amazon.com/images/I/61ll7bAOKQL._AC_SX679_.jpg","Furinno",17.56,122,2142.32,142972,"AMZ",17.13,9,4.1,3379,8,2272,"Amazon","Home & Kitchen","Small Oversize","AMZ","17.9x2.0x26.1","10.00",2020-02-11
"Rerii End Table, Side Table 3 Tier, Simple Bedside Nightstand, 2 Shelf Small Bookshelf Bookcase, Display Rack for Bathroom, Bedroom and Living Room, White","B07D321981","https://www.amazon.com/dp/B07D321981?psc=1","https://m.media-amazon.com/images/I/61YbTDp082L._AC_SY355_.jpg","Rerii",28.99,1187,34411.13,22892,"CN",12.8,8,4.1,4122,8,45,"Rerii","Home & Kitchen","Large Standard-Size","FBA","10.1x5.0x16.5","6.65",2018-05-15
"HAYOFAMY Small Side Table Night Stand, 3 Tier Narrow End Table with Display Shelf, Small Bookcase Bookshelf, Simple Bedside Table Storage Rack for Bedroom, Living Room, Office, Bathroom,White","B0BXH4KSGR","https://www.amazon.com/dp/B0BXH4KSGR?psc=1","https://m.media-amazon.com/images/I/61OEDdiqpZL._AC_SY450_.jpg","HAYOFAMY",27.88,189,5269.32,93406,"CN",12.47,1,3.7,8,7,4,"HAYOFAMY","Home & Kitchen","Large Standard-Size","FBA","10.2x3.7x16.8","6.39",2023-03-04
"VECELO Modern End Side Tables,Round Metal Foldable Tray,Stable Snack Nightstand for Outdoors,Small Space,Living Room and Balcony, 18.5 in x 18.5 in x 19.7 in, Black","B08CXKT48H","https://www.amazon.com/dp/B08CXKT48H?psc=1","https://m.media-amazon.com/images/I/61FDy2Zv-0L._AC_SX679_.jpg","VECELO",30.76,293,9012.68,84801,NA,16.44,2,4.5,318,10,11,"Secure transaction","Home & Kitchen","Small Oversize","MFN","19.8x2.0x21.0","4.70",2020-07-14
"Household Essentials Black Oak Round End Table 2 Tier","B09RTPDWCJ","https://www.amazon.com/dp/B09RTPDWCJ?psc=1","https://m.media-amazon.com/images/I/71SjXyZStLL._AC_SY355_.jpg","Household Essentials",53.54,1634,87484.36,9558,"AMZ",23.64,4,4.5,11944,8,10469,"Amazon","Home & Kitchen","Small Oversize","FBA","22.9x2.3x25.1","14.45",NA
"Ball & Cast Side End Table, 15.25"" Dia, Black","B0894N5VLG","https://www.amazon.com/dp/B0894N5VLG?psc=1","https://m.media-amazon.com/images/I/71JNlbs9cHL._AC_SX569_.jpg","Ball & Cast",25.59,173,4427.07,142916,"AMZ",16.93,5,4.4,617,7,3,"Amazon","Home & Kitchen","Small Oversize","AMZ","17.1x3.9x17.4","7.70",2020-10-27
"HOOBRO Side Tables, Set of 2 Narrow Nightstands, Industrial End Table with Flat or Slant Adjustable Mesh Shelf for Small Spaces, Stable Metal Frame and Easy Assembly, Rustic Brown and Black BF24BZ01","B07ZCTLNMZ","https://www.amazon.com/dp/B07ZCTLNMZ?psc=1","https://m.media-amazon.com/images/I/71YJJeFcPmL._AC_SX466_.jpg","HOOBRO",49.99,217,10847.83,149066,"CN",24.79,5,4.8,1785,9,15,"Hoobro","Home & Kitchen","Small Oversize","FBA","14.5x5.3x26.1","18.35",NA
"FANTERSI Small Round Side Table, 2-Tier Mid Century Modern Side Table, Wood Side Table, Round End Table for Living Room, Metal Frames, Brown","B0BWYTNKMR","https://www.amazon.com/dp/B0BWYTNKMR?psc=1","https://m.media-amazon.com/images/I/71F+T53Ph5L._AC_SX466_.jpg","FANTERSI",79.99,NA,NA,144737,"CN",27.61,1,NA,0,9,0,"FANTERSI","Home & Kitchen","Small Oversize","FBA","17.9x6.0x19.1","9.68",2023-03-04
"YITAHOME X-Design Side End Table Set of 2, Industrial End Table for Small Spaces, Farmhouse Nightstand Sofa Bed Table with Storage Shelf for Bedroom Living Room, Easy Assembly, Black","B09HPVFNRL","https://www.amazon.com/dp/B09HPVFNRL?psc=1","https://m.media-amazon.com/images/I/71KnoxIz9wL._AC_SX522_.jpg","YITAHOME",60.65,72,4366.8,377357,"AMZ",30.17,4,4.5,102,7,3,"Amazon","Home & Kitchen","Small Oversize","FBA","14.0x8.2x24.5","27.90",2021-10-03
"Yaheetech Lift Top Coffee Table with Hidden Compartment and Storage Shelf, Rising Tabletop Dining Table for Living Room Reception Room, 38.6in L, Rustic Brown","B07ZFNN72Z","https://www.amazon.com/dp/B07ZFNN72Z?psc=1","https://m.media-amazon.com/images/I/61HsodbliBL._AC_SX679_.jpg","Yaheetech",69.99,5509,385574.91,6606,"US",39.54,2,4.5,13806,9,211,"Yaheetech","Home & Kitchen","Small Oversize","MFN","22.8x3.9x44.1","46.53",2019-10-22
"Furinno Simple Design Coffee Table, Espresso","B003VOZE6M","https://www.amazon.com/dp/B003VOZE6M?psc=1","https://m.media-amazon.com/images/I/51FwiT03ZOL._AC_SX466_.jpg","Furinno",29.44,2069,60911.36,11315,"AMZ",17.71,9,4.1,14425,7,190,"Amazon","Home & Kitchen","Small Oversize","AMZ","24.0x2.8x38.5","19.35",2011-08-19
"Furinno JAYA Simple Design Oval Coffee Table, Walnut","B01FX5CMKC","https://www.amazon.com/dp/B01FX5CMKC?psc=1","https://m.media-amazon.com/images/I/61MqCAi-l7L._AC_SX569_.jpg","Furinno",33.8,NA,NA,75786,"AMZ",25.72,14,3.7,2884,6,1107,"Amazon","Home & Kitchen","Small Oversize","AMZ","21.7x2.9x38.2","26.24",2016-05-19
"SAYGOER Coffee Table Small Square Modern Coffee Tables for Small Spaces Simple Farmhouse Low Center Table for Living Room Home Office, Rustic Wooden Top with Metal Frames, Easy Assembly, Grey Wooden","B09HBQFVFJ","https://www.amazon.com/dp/B09HBQFVFJ?psc=1","https://m.media-amazon.com/images/I/91YAxBJFkXL._AC_SX569_.jpg","SAYGOER",79.95,347,27742.65,91081,"CN",30.12,1,4.6,636,7,9,"SAYGOER DIRECT","Home & Kitchen","Small Oversize","FBA","28.0x3.0x31.0","20.55",2021-09-28
"Ameriwood Home Parsons Modern Coffee Table, Black","B005QLJL3K","https://www.amazon.com/dp/B005QLJL3K?psc=1","https://m.media-amazon.com/images/I/81UdbeScHLL._AC_SX425_.jpg","DHP",42.84,775,33201,30022,"AMZ",22.04,1,4.3,5209,8,23,"Amazon","Home & Kitchen","Small Oversize","AMZ","19.8x2.0x47.0","14.94",2011-09-28
"ChooChoo Mission Coffee Table, Black Wood Living Room Table with Shelf, 40 Black","B07T24P7MP","https://www.amazon.com/dp/B07T24P7MP?psc=1","https://m.media-amazon.com/images/I/71eymqAE8sL._AC_SX466_.jpg","ChooChoo",109.99,737,81062.63,37566,"CN",28.68,1,4.4,1140,6,32,"ChooChoo Furniture","Home & Kitchen","Small Oversize","FBA","25.1x5.0x44.0","41.76",2019-06-12
"ChooChoo Oxford Coffee Table with Thicker Legs, Black Wood Coffee Table with Storage for Living Room","B07T238M73","https://www.amazon.com/dp/B07T238M73?psc=1","https://m.media-amazon.com/images/I/71rIs5b2PfS._AC_SX466_.jpg","ChooChoo",109.99,537,59064.63,54432,"CN",43.45,7,4.4,1094,7,30,"ChooChoo Furniture","Home & Kitchen","Small Oversize","FBA","24.0x5.0x43.5","42.51",2019-06-12
"NOBLEWELL Coffee Table Lift Top with Storage Compartment and Separated Open Shelves, Pop Up Coffee Table for Living Room, 39.4in L, Vintage Brown","B0922FNFBK","https://www.amazon.com/dp/B0922FNFBK?psc=1","https://m.media-amazon.com/images/I/715ZWgqT1hL._AC_SX569_.jpg","NOBLEWELL",109.99,359,39486.41,33147,"CN",46.39,12,4.3,1041,8,28,"NOBLEWELL Direct","Home & Kitchen","Small Oversize","FBA","23.1x5.0x42.1","48.11",2021-07-01
"WLIVE Lift Top Coffee Table with Storage for Living Room,Small Hidden Compartment and Adjustable Shelf,Mid Century, Modern ,Wood,Grey","B09X17XQXL","https://www.amazon.com/dp/B09X17XQXL?psc=1","https://m.media-amazon.com/images/I/71sNZGBBMML._AC_SX425_.jpg","WLIVE",99.99,4833,483251.67,5249,"CN",39.43,3,4.3,5087,7,145,"WLIVE","Home & Kitchen","Small Oversize","FBA","21.7x4.3x43.1","47.11",2021-06-17
"Living Room Rectangle Coffee Table, Tea Table Suitable for Waiting Room, Modern Side Coffee Table with Wooden Leg, Glass Tabletop with Lower Shelf, White","B09JZ2QJSJ","https://www.amazon.com/dp/B09JZ2QJSJ?psc=1","https://m.media-amazon.com/images/I/71ielDQgBaL._AC_SY355_.jpg","Btrpily",112.99,269,30394.31,91050,"CN",44.74,1,4.7,132,6,5,"YOUCHOOSE DIRECT","Home & Kitchen","Small Oversize","FBA","23.5x6.3x41.5","39.31",2021-10-21
"aboxoo Coffee Table Nesting White Set of 2 Side Set Golden Frame Circular and Marble Pattern Wooden Tables, Living Room Bedroom Apartment Modern Industrial Simple Nightstand","B09G2ZQFHP","https://www.amazon.com/dp/B09G2ZQFHP?psc=1","https://m.media-amazon.com/images/I/71k8NdCLtlL._AC_SY450_.jpg","aboxoo",74.99,1058,79339.42,36313,"CN",27.7,4,4.3,1150,9,56,"callalily","Home & Kitchen","Small Oversize","FBA","25.8x3.5x25.8","15.20",2021-09-13
"AWQM GJ08 Marble Coffee Table, 39.3 in, White and Black","B0932TS5H5","https://www.amazon.com/dp/B0932TS5H5?psc=1","https://m.media-amazon.com/images/I/81TlzOCs+9L._AC_SX569_.jpg","AWQM",84,484,40656,79475,"AMZ",33.25,7,4.3,525,7,24,"Amazon","Home & Kitchen","Small Oversize","FBA","23.3x2.8x42.3","26.40",2021-04-21
"Best Choice Products Wooden Mid-Century Modern Coffee Table, Accent Furniture for Living Room, Indoor, Home Décor w/Open Storage Shelf, Wood Grain Finish - White/Brown","B08LHN8CL1","https://www.amazon.com/dp/B08LHN8CL1?psc=1","https://m.media-amazon.com/images/I/71OSGBbTjvL._AC_SX569_.jpg","Best Choice Products",69.99,912,63830.88,47564,"US",33.25,1,4.4,3092,7,32,"BestChoiceproducts","Home & Kitchen","Small Oversize","MFN","22.4x46.4x3.5","31.70",2020-08-19
"Sweetcrispy Coffee Table, Lift Top Coffee Tables for Living Room,Rising Tabletop Wood Dining Center Tables with Storage Shelf and Hidden Compartment","B0C5X64YMX","https://www.amazon.com/dp/B0C5X64YMX?psc=1","https://m.media-amazon.com/images/I/71tc5bm9a3L._AC_SY450_.jpg","Sweetcrispy",69.99,245,17147.55,16368,"AMZ",34.51,2,4.5,73,9,0,"Amazon","Home & Kitchen","Small Oversize","AMZ","18.0x40.0x4.0","35.00",2023-05-22
"IKIFLY Modern High Glossy Black Coffee Table with 16 Colors LED Lights, Contemporary Rectangle Design Living Room Furniture, 2 Tiers","B0B1QF3QXT","https://www.amazon.com/dp/B0B1QF3QXT?psc=1","https://m.media-amazon.com/images/I/819BoGI9lBL._AC_SX466_.jpg","IKIFLY",199.99,374,74796.26,71693,"CN",NA,1,4,311,9,23,"Lithome store","Home & Kitchen",NA,"MFN",NA,NA,2022-05-19
"High Gloss Lift Top Table with Led Lights, Led Coffee Table with Storage Shelf and Hidden Compartment for Home Living Room Reception Room Office, White","B0BHZBB93P","https://www.amazon.com/dp/B0BHZBB93P?psc=1","https://m.media-amazon.com/images/I/81Ni72cxwkL._AC_SX466_.jpg","St.Mandyu",119.99,113,13558.87,176839,"CN",NA,1,3.1,26,8,6,"Anqinmh","Home & Kitchen",NA,"MFN",NA,NA,2022-10-12
"Depointer Life Glass Coffee Table, Rectangle Modern Side Coffee Table with Lower Shelf, Perfect for Living Room Conversation Leisure Occasions, Metal Leg, Black","B08CH9GN83","https://www.amazon.com/dp/B08CH9GN83?psc=1","https://m.media-amazon.com/images/I/81e9qp45SHL._AC_SX425_.jpg","Depointer Life",79.59,193,15360.87,225643,"CN",42.25,2,4.7,1392,7,3,"Depointer Direct","Home & Kitchen","Small Oversize","MFN","25.0x5.9x41.5","49.46",2020-07-07
"Rectangle Modern Coffee Table, Tempered Glass Top and Metal Tubular Leg, 47.3”Lx23.6”Wx18.1”H, Silver","B0BLV6PK3D","https://www.amazon.com/dp/B0BLV6PK3D?psc=1","https://m.media-amazon.com/images/I/91ADrZpvMNL._AC_SX522_.jpg","Edwin's Choice",158.85,512,81331.2,56713,"CN",54.56,1,4.4,46,6,9,"Edwin's Choice","Home & Kitchen","Small Oversize","FBA","26.0x3.5x50.0","50.61",2022-11-09
"Best Choice Products 2-Tier 35.5in Round Industrial Coffee Table, Rustic Steel Accent Table for Living Room, w/Wooden Tabletop, Reinforced Crossbars, Padded Feet, Open Shelf, Raised Bottom - Gray","B0B5FL6Y2N","https://www.amazon.com/dp/B0B5FL6Y2N?psc=1","https://m.media-amazon.com/images/I/81pJCYptKML._AC_SY450_.jpg","Best Choice Products",99.99,420,41995.8,81924,"US",56.73,1,4.7,959,7,19,"BestChoiceproducts","Home & Kitchen","Medium Oversize","MFN","37.0x37.0x5.5","32.00",2021-10-08
"LIDYUK End Table with Charging Station, Flip Top Side Table with USB Ports and Outlets, Nightstand for Small Spaces, Bedside Tables with Storage Shelf for Living Room, Bedroom, Dark Cherry","B0C1ZB5XCV","https://www.amazon.com/dp/B0C1ZB5XCV?psc=1","https://m.media-amazon.com/images/I/71bPE4JebFL._AC_SX569_.jpg","LIDYUK",79.99,3050,243969.5,14315,"CN",23.81,1,4.5,1899,7,0,"LIDYUK","Home & Kitchen","Large Standard-Size","FBA","13.4x6.2x17.4","17.44",2023-04-10
"HOMMPA LED Coffee Tables for Living Room Modern Coffee Table with 4 Drawers High Glossy Center Table with Storage White Coffee Table Cocktail Table with 16 Colors LED Lighting White","B0B28RSC4K","https://www.amazon.com/dp/B0B28RSC4K?psc=1","https://m.media-amazon.com/images/I/71NA3hqs4yL._AC_SY450_.jpg","HOMMPA",199.98,34,6799.32,299209,"CN",NA,2,3.2,118,6,0,"Phycomn","Home & Kitchen",NA,"MFN","25.2x42.9x6.9",NA,2022-06-15
"WLIVE Round Coffee Table, Living Room Table with 2-Tier Storage Shelf,32in Wood Modern Coffee Table with Metal Frame and Wood Desktop,Easy Assembly,Charcoal Black.","B0B8N5HHG4","https://www.amazon.com/dp/B0B8N5HHG4?psc=1","https://m.media-amazon.com/images/I/815tU43E3GL._AC_SY450_.jpg","WLIVE",69.99,332,23236.68,71008,"CN",32.83,1,4.4,102,8,8,"WLIVE","Home & Kitchen","Small Oversize","FBA","18.2x4.0x35.0","30.96",2022-08-04
"Lifetime Home Lift Top Coffee Table with Hidden Compartment and Storage Shelf - Living Room Dining Table with Rising Tabletop Lifttop Desk for Apartment, Home, Condo - Rustic Brown","B0C4RML34X","https://www.amazon.com/dp/B0C4RML34X?psc=1","https://m.media-amazon.com/images/I/71mEGx2BjaL._AC_SY450_.jpg","Lifetime Home",63.95,NA,NA,160777,"US",47.46,2,NA,0,8,0,"Lifetime Appliance Parts","Home & Kitchen","Small Oversize","MFN","25.0x25.0x15.0","48.00",2023-05-09
"WOHOMO Coffee Table, 2 in 1 Unique Detachable Nesting Coffee Table Set of 2, Small Round and Rectangular Living Room Table Set, Industrial Modern Style Coffee Tables for Living Room, Rustic Brown","B0999LY3D4","https://www.amazon.com/dp/B0999LY3D4?psc=1","https://m.media-amazon.com/images/I/81rytBRS9GL._AC_SX679_.jpg","WOHOMO",105.99,370,39216.3,84169,"CN",40.75,3,4.5,743,7,39,"Wohomo","Home & Kitchen","Small Oversize","FBA","25.0x3.8x35.8","36.31",2021-07-13
"Yoobure C Shaped End Table Set of 2, Side Table for Couch and Bed, Small Side Table for Small Spaces, Living Room, Bedroom, Rustic Snack Table","B0BZHHFTL4","https://www.amazon.com/dp/B0BZHHFTL4?psc=1","https://m.media-amazon.com/images/I/61P3S0qnKFL._AC_SX466_.jpg","Yoobure",45.04,761,34275.44,26076,"HK",22.79,1,4.6,313,6,8,"Super A Plus","Home & Kitchen","Small Oversize","FBA","17.5x5.1x17.9","15.44",2023-05-20
